,vol1,close1,vol2,close2,vol3,close3,vol4,close4,vol5,close5,vol6,close6,vol7,close7,vol8,close8,vol9,close9,vol10,close10,moving_average5_1,moving_average5_2,moving_average5_3,moving_average5_4,moving_average5_5,moving_average5_6,moving_average5_7,moving_average5_8,moving_average5_9,moving_average5_10
0,4615000,112.93,10779800,333.34,12932000,162.0,3348400,290.75,9124400,967.65,4687200,406.02,26200,217.67,31904400,190.11,1486100,232.33,2406100,2372.81,112.93,333.34,162.0,290.75,967.65,406.02,217.67,190.11,232.33,2372.81
1,13630100,114.73,8751600,323.51,6461300,164.0,3231700,289.75,6477400,969.43,6981000,407.25,6400,215.38,12396100,188.1,844400,239.14,8110500,2324.05,114.73,323.51,164.0,289.75,969.43,407.25,215.38,188.1,239.14,2324.05
2,3197500,118.56,15594300,311.71,19371700,166.75,7053200,266.25,8223700,979.64,8573400,412.0,14900,218.81,23122600,187.87,917300,231.13,6586000,2309.75,118.56,311.71,166.75,266.25,979.64,412.0,218.81,187.87,231.13,2309.75
3,5110400,118.33,13379500,311.38,8292100,166.0,13946000,268.5,13556800,1001.85,9593100,416.75,6800,215.95,16656400,186.08,1953900,230.48,3047800,2339.18,118.33,311.38,166.0,268.5,1001.85,416.75,215.95,186.08,230.48,2339.18
4,3989600,118.56,9930700,298.27,9164300,168.75,9220200,273.5,10576100,985.42,12612600,439.0,4700,215.95,20974500,184.74,1025300,227.13,3073300,2351.79,118.56,298.27,168.75,273.5,985.42,439.0,215.95,184.74,227.13,2351.79
5,7362700,120.79,22661500,337.61,0,168.75,20860300,321.0,11407100,981.42,3477000,422.25,4300,224.54,21386800,183.62,1884900,227.78,2028800,2341.7,116.622,315.642,165.5,277.75,980.798,416.204,216.752,187.38000000000002,232.042,2339.5160000000005
6,17806000,121.47,20688300,337.61,6581500,168.0,19487000,316.5,8122800,976.98,2041900,422.25,4700,227.4,12108400,180.93,1371600,231.67,4472200,2369.45,118.194,316.496,166.85,283.8,983.552,419.45,218.12599999999998,186.08200000000002,231.132,2333.2940000000003
7,11125600,126.2,9559200,373.66,7627500,171.0,9234100,330.25,5453300,991.19,2320400,420.5,1200,233.7,26967800,182.05,1007200,232.11,3268800,2434.19,119.542,319.316,167.65,289.15,985.0619999999999,422.45,220.53000000000003,184.648,229.638,2342.374
8,17770700,127.08,22188000,365.47,12993200,172.0,21928300,350.0,6838600,976.98,6498800,419.5,3400,237.71,29333000,179.59,3101800,234.05,5432500,2380.38,121.07000000000001,331.706,168.5,301.95,987.3720000000001,424.15,223.50799999999998,183.484,229.834,2367.2619999999997
9,8667400,126.63,17959700,373.66,11719100,172.5,13216300,337.0,4238400,984.53,14860700,418.0,1800,239.43,18473100,185.86,1169600,236.87,4860900,2319.0,122.82000000000001,342.524,169.7,318.25,982.3979999999999,424.7,227.85999999999999,182.18599999999998,230.548,2375.5019999999995
10,9602000,134.49,12932600,404.8,33463000,175.0,14138300,336.0,19807300,1008.07,15637400,400.0,10100,240.43,21842600,191.68,3254100,237.31,8263400,2260.14,124.434,357.60200000000003,170.45,330.95,982.22,420.5,232.55599999999998,182.41000000000003,232.496,2368.9440000000004
11,7203400,135.16,12624100,389.39,23341500,178.0,16209400,324.5,4600600,1002.74,13199700,400.0,11800,231.99,18631400,191.23,1996800,240.44,5500000,2253.42,127.174,371.04,171.7,333.95,987.55,416.05,235.734,184.02200000000002,234.402,2352.632
12,3993400,131.58,6558700,371.69,17192900,171.25,13826200,327.0,5573500,986.75,6937800,400.0,16900,231.99,19845600,191.23,1943600,243.8,3751200,2274.44,129.91199999999998,381.396,173.7,335.55,992.702,411.6,236.652,186.08200000000002,236.156,2329.426
13,7715400,132.03,4672800,385.13,8605400,169.25,3014300,323.0,4418500,988.97,5535100,398.0,10500,234.85,11425200,191.46,2628100,245.53,3959100,2295.46,130.988,381.00200000000007,173.75,334.9,991.814,407.5,236.31,187.91800000000003,238.494,2297.476
14,3035800,130.9,4325300,390.7,7207400,172.0,2624100,317.5,8012400,965.43,8496100,411.0,15900,237.14,9211900,184.96,689400,243.37,853600,2297.14,131.978,384.934,173.2,329.5,994.2120000000001,403.2,235.738,190.292,240.79000000000002,2280.4919999999997
15,5028600,132.93,11277400,387.75,13420800,170.0,13581800,299.5,9825900,940.57,4573300,400.0,3600,233.13,35415100,184.52,2167100,237.73,3084000,2295.46,132.832,388.34200000000004,173.1,325.6,990.392,401.8,235.28000000000003,190.11200000000002,242.08999999999997,2276.12
16,3285900,136.51,14883200,386.77,19687700,169.0,16101200,310.0,5201700,941.01,7111700,400.0,22600,237.71,27192500,187.2,2273500,235.57,2840300,2324.89,132.51999999999998,384.932,172.1,318.3,976.892,401.8,233.82,188.68,242.17399999999998,2283.184
17,16223300,139.21,11220900,397.91,30126900,175.0,11065200,283.5,6547300,945.89,10100900,409.5,6100,242.29,25537000,188.1,2282300,230.37,4283600,2320.68,132.79000000000002,384.408,170.3,315.4,964.546,401.8,234.964,187.87399999999997,241.2,2297.478
18,6760000,140.79,7613800,423.48,16914200,172.25,9572100,276.25,10852900,938.35,6765400,403.0,20100,242.29,21511600,184.07,1492500,223.01,1778400,2338.34,134.316,389.652,171.05,306.7,956.3740000000001,403.7,237.02400000000003,187.24800000000002,238.51400000000004,2306.726
19,4165600,138.76,4888700,401.52,5481700,171.5,4624100,302.0,2985900,943.23,5051600,420.0,73600,243.44,14381300,184.07,2192900,229.51,4112300,2451.85,136.068,397.322,171.65,297.35,946.25,404.7,238.512,185.77000000000004,234.01000000000005,2315.302
20,2874600,133.38,6187000,401.52,8499400,167.0,4753600,284.25,4332000,930.8,5581200,420.0,5500,242.29,13769800,182.05,2188400,229.95,4237900,2468.67,137.64,399.486,171.55,294.25,941.8099999999998,406.5,239.772,185.592,231.238,2346.244
21,12044600,131.58,6632100,400.53,12260700,164.0,3882900,289.0,2915500,922.8,8675100,424.25,82800,247.45,49439400,182.95,4523400,225.18,3739700,2441.76,137.73,402.24,170.95,291.2,939.856,410.5,241.60399999999998,185.09799999999996,229.68200000000002,2380.886
22,5166500,129.1,7161800,389.06,7466700,168.0,7404100,284.0,4885700,905.93,11469800,405.75,4600,247.45,21253400,185.41,3860300,220.85,2964200,2455.22,136.744,404.992,169.95,287.0,936.2140000000002,415.35,243.552,184.248,227.60399999999998,2404.26
23,4013600,129.33,3454300,395.29,3646700,167.5,10504400,263.5,5397700,903.26,2884600,417.5,11000,240.58,14546400,186.53,2357900,219.98,2214200,2457.74,134.722,403.222,168.55,287.1,928.2220000000001,414.6,244.584,183.71,225.7,2431.168
24,1596500,130.9,9443900,386.77,26288800,160.0,7730300,269.0,3742900,914.81,6120800,427.0,1518800,244.59,14749900,184.52,1793700,223.01,2239400,2435.88,132.43,397.58399999999995,167.6,284.55,921.204,417.5,244.24200000000002,184.20199999999997,225.094,2455.048
25,5567400,130.68,6514500,377.26,18000200,158.0,12919400,270.5,3328600,937.9,11413000,427.0,13900,247.45,21694900,180.93,2355400,221.5,4089500,2488.85,130.858,394.63399999999996,165.3,277.95,915.5200000000001,418.9,244.47200000000004,184.29199999999997,223.794,2451.8540000000003
26,1598900,129.78,11831300,384.8,12589000,159.0,11499700,261.0,5159000,961.88,5908000,430.0,8800,253.18,29864600,178.69,4322000,216.95,5452700,2560.32,130.31799999999998,389.782,163.5,275.2,916.9399999999999,420.3,245.504,184.06799999999998,222.10399999999998,2455.89
27,1571600,129.33,9250800,366.45,10730200,154.5,7181300,269.0,7303800,982.31,6908000,433.0,446900,250.01,25223500,184.07,1718700,216.52,5178100,2593.95,129.958,386.63599999999997,162.5,269.6,924.756,421.45,246.65,183.21600000000004,220.458,2479.602
28,6843700,130.45,5664000,342.85,22805400,162.75,10351400,264.25,6697600,966.32,3648500,418.0,51600,250.01,34087100,180.93,3329100,227.13,3499100,2606.56,130.00400000000002,382.114,159.8,266.6,940.0319999999999,426.9,247.16199999999998,182.948,219.592,2507.3479999999995
29,4691100,139.21,4365900,366.77,21273300,166.0,9749700,280.0,4297300,959.22,2985400,412.0,6400,245.36,18086200,185.41,2444800,218.04,4072000,2593.95,130.228,371.62600000000003,158.85,266.75,952.644,427.0,249.048,181.82800000000003,221.02200000000002,2537.112
30,6961200,136.51,15849600,381.85,18216500,163.0,16511700,274.0,10402800,911.26,5404500,421.25,6800,245.65,14576400,187.87,3168700,218.68,5446200,2623.38,131.89000000000001,367.62600000000003,160.05,268.95,961.5260000000001,424.0,249.202,182.00600000000003,220.02800000000002,2568.726
31,868500,135.16,9656200,380.54,11311400,160.5,11243300,267.0,5547100,926.35,22128900,416.75,0,245.65,19775300,191.68,3288100,215.22,5083800,2629.27,133.05599999999998,368.544,161.05,269.65,956.1980000000001,422.85,248.842,183.394,219.464,2595.632
32,3525000,133.38,5016100,390.05,10038400,161.0,3656600,266.0,3433100,923.69,10059200,425.0,0,240.71,10227000,190.11,3567300,212.19,2208800,2642.72,134.132,367.692,161.35,270.85,949.0920000000002,420.2,247.336,185.99200000000002,219.118,2609.422
33,7923900,137.41,15953600,390.05,9635400,157.0,12170000,282.5,10133000,937.01,5418300,425.0,0,234.19,20503900,187.2,2846500,210.45,3486400,2652.81,134.94199999999998,372.412,162.65,270.25,937.368,418.6,245.47599999999997,187.20000000000002,218.252,2619.176
34,6770400,136.51,18664500,409.06,24357600,164.0,5698600,277.25,11905900,895.27,14700100,425.0,351800,232.86,20415800,185.86,14198800,210.03,4784900,2673.83,136.334,381.852,161.5,273.9,931.506,420.0,242.31199999999998,188.454,214.91600000000003,2628.426
35,2863000,136.51,8970100,411.35,47408400,167.0,10429300,267.5,18423100,915.7,16253200,421.0,0,238.38,14080200,184.52,6749200,220.85,4475100,2591.43,135.79399999999998,390.31,161.1,273.35,918.716,422.6,239.81199999999998,188.54400000000004,213.314,2644.4019999999996
36,10728400,133.61,7229000,393.33,35207900,169.0,4095100,273.5,4716500,941.45,11524300,433.5,0,239.84,11719400,184.52,2505800,223.01,6954500,2538.46,135.79399999999998,396.21000000000004,161.9,272.05,919.604,422.55,238.358,187.874,213.74799999999996,2638.0119999999997
37,4584200,133.61,10096800,394.31,29091800,171.5,13969600,296.0,4229800,936.12,6333300,440.75,0,238.38,19850900,187.43,2772900,217.82,8424900,2476.24,135.48399999999998,398.76800000000003,163.6,273.35,922.624,425.9,237.196,186.442,215.30599999999998,2619.85
38,2053100,133.38,10666100,396.6,16976600,170.0,20446400,283.0,4206300,937.01,4461400,426.0,0,235.77,15329200,186.98,4787200,219.55,3954900,2484.64,135.53,399.62,165.7,279.35,925.11,429.05,236.73000000000002,185.906,216.43200000000002,2586.5539999999996
39,3411300,132.93,6388100,412.99,12160700,171.5,12518900,281.0,6198700,954.78,6398300,422.0,0,236.93,19061900,189.67,4361800,219.98,2715200,2466.15,134.724,400.93,168.3,279.45,925.11,429.25,237.046,185.862,218.252,2552.9199999999996
40,9218600,129.78,8450100,409.39,14946500,171.5,7367800,283.5,8699000,968.1,12190200,420.0,0,235.77,24667000,190.11,9450900,216.52,3000500,2438.4,134.00799999999998,401.716,169.8,280.2,937.012,428.65,237.85999999999999,186.624,220.24200000000002,2511.3839999999996
41,5457500,130.23,10615500,414.63,15071500,166.0,4585900,280.0,6293600,968.1,8878100,429.0,0,235.77,18407000,191.68,5768900,209.59,2979000,2396.36,132.66199999999998,401.32399999999996,170.7,283.4,947.492,428.45,237.33800000000002,187.74200000000002,219.37600000000003,2480.778
42,889600,129.78,12193600,434.3,16142800,163.0,9882100,270.0,4796500,950.34,10189400,432.0,0,229.37,29074800,194.82,2238700,208.94,3528700,2438.4,131.98600000000002,405.584,170.1,284.7,952.8219999999999,427.55,236.52399999999997,189.17399999999998,216.692,2452.3579999999997
43,1423400,131.13,7455200,434.3,19249800,166.75,3962000,275.75,3969100,940.57,10167200,432.0,0,229.37,36115400,195.26,4472000,207.86,1541300,2433.35,131.22,413.58200000000005,168.4,279.5,955.6659999999999,425.8,234.72200000000004,190.652,214.916,2444.79
44,743300,132.93,10246000,399.88,15396600,170.5,5552200,278.5,6136100,905.93,11777600,444.0,14494100,232.92,30570800,199.74,3289900,207.86,2164900,2476.24,130.77,421.122,167.75,278.05,956.378,427.0,233.442,192.308,212.57799999999997,2434.532
45,2160000,133.61,7417600,399.88,8841600,171.5,5269700,292.5,7791700,934.35,12082100,444.0,9791000,227.81,28224300,197.05,3112700,207.21,3495000,2418.22,130.76999999999998,418.5,167.55,277.55,946.608,431.4,232.64000000000001,194.322,210.154,2436.55
46,5036400,135.16,6994800,383.49,4710900,172.0,5859500,290.0,19577400,1039.15,11598900,451.0,7222300,226.1,23324700,197.95,5186100,207.64,4219900,2457.74,131.536,416.59800000000007,167.55,279.35,939.858,436.2,231.048,195.70999999999998,208.292,2432.514
47,1924200,140.99,9517800,380.87,10460000,168.0,4176300,287.25,25428100,1105.76,26261900,450.0,5811900,221.56,19101800,203.32,3380000,212.19,4602900,2551.91,132.522,410.37000000000006,168.75,281.35,954.068,440.6,229.11399999999998,196.964,207.90200000000004,2444.79
48,2008900,138.31,13805000,386.77,9052300,169.5,4114500,279.75,13560700,1070.24,37157200,453.0,10251100,221.42,24475500,200.64,2448500,210.89,3806000,2527.53,134.764,399.684,169.75,284.8,985.152,444.2,227.552,198.664,208.552,2467.4919999999997
49,1757700,136.06,5068300,383.49,14794300,171.5,5303200,260.0,6831000,1077.34,8466000,424.75,6907000,220.71,48923500,203.32,2011100,205.69,3352100,2525.0,136.2,390.178,170.3,285.6,1011.086,448.4,225.96200000000005,199.73999999999998,209.158,2486.328
50,2528000,140.99,7172500,363.83,8881600,172.0,6485700,270.0,8978100,1133.3,6507800,426.0,10155800,219.71,18201300,201.98,2874200,201.36,2330700,2541.82,136.82599999999996,386.9,170.5,281.9,1045.368,444.55,223.51999999999998,200.456,208.724,2496.08
51,1653400,139.66,6873800,375.3,13237800,172.0,4625500,262.0,7199600,1121.75,4568500,426.5,5681500,220.14,17083200,204.67,2775000,203.09,1999400,2493.05,138.302,379.69,170.6,277.4,1085.158,440.95,221.9,201.442,207.554,2520.8
52,2138900,139.66,7791900,361.86,10159100,174.75,3387200,268.5,6236500,1143.07,6626500,428.25,7047400,224.4,18685700,202.88,2616000,204.18,1842900,2481.28,139.202,378.052,170.6,271.8,1101.678,436.05,220.708,202.786,206.644,2527.862
53,1238400,142.8,8640200,373.99,7433600,176.75,7869700,260.5,6604900,1120.86,4110600,430.5,3768600,223.26,10583200,198.85,4268600,206.99,5158800,2438.4,138.93599999999998,374.25,171.95,268.05,1109.1399999999999,431.7,221.276,202.69799999999998,205.042,2513.7360000000003
54,887900,144.82,6207000,376.93,16299900,178.5,13137700,245.0,4090800,1132.41,3525400,436.0,3320500,226.81,5787800,198.85,1581000,210.77,1828400,2436.72,139.834,371.694,173.4,264.2,1119.264,427.2,221.64399999999995,202.33999999999997,204.262,2495.91
55,2297400,144.82,6110600,372.35,8739200,182.0,10566300,238.0,5681200,1147.51,5925900,431.25,4067000,221.98,24006500,202.65,3631300,212.55,1995200,2480.44,141.58599999999996,370.382,174.8,261.2,1130.2779999999998,429.45,222.86399999999998,201.446,205.27800000000002,2478.254
56,4767100,146.85,11673000,366.45,10360000,177.25,15780200,249.0,8175000,1161.72,10920500,417.0,7930500,227.81,19171900,201.76,3807500,204.99,2267900,2488.85,142.352,372.08600000000007,176.8,254.8,1133.12,430.5,223.31799999999998,201.57999999999998,207.516,2465.978
57,3179300,146.85,14167500,370.05,26853200,183.5,7565200,252.75,7746400,1183.92,12551100,422.0,9105900,229.8,13404600,197.95,3290200,205.21,2899800,2505.67,143.79000000000002,370.31600000000003,177.85,252.2,1141.114,428.6,224.852,200.998,207.89600000000002,2465.138
58,1061900,145.95,11496300,383.49,16591700,180.0,7290100,246.0,6308600,1203.46,17936400,420.0,8730900,232.07,13814400,198.85,1377700,208.1,3759100,2567.89,145.228,371.954,179.6,249.05,1149.284,427.35,225.93199999999996,200.012,208.102,2470.016
59,1520100,147.3,7062400,375.95,10657200,180.0,12409500,239.0,7529600,1184.81,12262000,417.75,8197500,230.08,13626200,198.4,2859900,207.22,2020600,2581.34,145.858,373.854,180.25,246.15,1165.804,425.25,227.69399999999996,200.012,208.324,2495.9139999999998
60,3696700,149.98,5553000,371.04,6594900,178.0,7216600,233.75,6255000,1182.15,5113700,417.75,2549700,229.09,15620300,197.05,1235500,209.44,2479300,2560.32,146.35399999999998,373.658,180.55,244.95,1176.284,421.6,228.34799999999996,199.92199999999997,207.61399999999998,2524.838
61,9809700,148.86,8773700,367.43,19991200,182.5,10481200,234.0,6176000,1215.01,18296900,417.5,7662800,232.92,15670300,193.92,3361300,208.55,2484000,2606.56,147.38600000000002,373.396,179.75,244.1,1183.212,418.9,229.77000000000004,198.802,206.99200000000002,2540.814
62,3199200,150.88,6651900,370.05,18629900,181.5,7727100,227.0,10936600,1195.47,7811700,425.0,5551600,230.36,23193800,192.35,2307600,204.99,1636400,2600.68,147.78799999999998,373.592,180.8,241.1,1193.8700000000001,419.0,230.792,197.23399999999998,207.704,2564.3559999999998
63,4094700,151.11,15361300,367.43,20957400,182.25,10785700,231.0,5219200,1168.82,5916600,434.0,3500200,236.61,25498400,191.68,1848800,207.44,1618400,2621.7,148.594,373.592,180.4,235.95,1196.18,419.6,230.904,196.11399999999998,207.66,2583.3579999999997
64,2117500,149.98,6190800,369.07,5744100,181.75,11983700,238.0,5642900,1146.62,4925400,442.0,5673600,236.61,25937700,197.05,1588200,209.22,1097000,2657.01,149.626,370.38,180.85,232.95,1189.252,422.4,231.81199999999998,194.68,207.52800000000002,2594.12
65,3697200,149.98,5451400,377.92,8159700,180.25,9947300,236.75,5335100,1130.63,5788900,425.0,12249000,241.73,15778100,192.58,3729100,209.44,3662700,2600.68,150.162,369.004,181.2,232.75,1181.614,427.25,233.11800000000002,194.41,207.92800000000003,2609.254
66,1345200,152.46,14872400,377.92,10621900,171.0,16810400,230.5,7600100,1119.09,4851300,425.0,11114700,241.02,16610500,195.26,2459900,208.99,2570800,2605.72,150.162,370.38,181.65,233.35,1171.31,428.7,235.64600000000002,193.51600000000002,207.92800000000003,2617.326
67,3050200,152.91,11081100,387.1,16402000,177.0,25564300,238.75,8402800,1104.88,4492200,422.0,8647800,240.16,15917800,194.14,1252800,208.55,1978500,2640.2,150.882,372.478,179.35,232.65,1152.126,430.2,237.26600000000002,193.784,208.016,2617.158
68,3247100,156.27,11550800,404.8,8405400,171.0,25365700,242.0,10724000,1096.88,13994300,427.75,8214300,243.71,20719100,194.59,5103400,206.77,3081900,2678.03,151.288,375.88800000000003,178.45,235.0,1134.008,429.6,239.22600000000003,194.142,208.72799999999998,2625.0619999999994
69,3171200,158.07,10174500,417.25,3918700,170.0,24939300,252.0,4849900,1139.51,12946500,429.0,7406200,252.8,5171500,195.04,3782300,206.33,1923200,2693.17,152.32,383.362,176.2,237.2,1119.6200000000001,428.35,240.64600000000002,194.724,208.594,2636.3280000000004
70,2459400,157.39,8597100,416.92,8067000,174.0,9034400,243.0,22506300,1167.05,16817600,418.5,20331700,240.02,7400700,194.82,2247800,207.22,1742300,2637.68,153.93800000000002,392.998,173.85,240.0,1118.198,425.75,243.88400000000001,194.322,208.016,2643.56
71,7043300,156.27,7697200,420.2,7339400,172.5,7568600,241.0,23234700,1167.94,16330600,393.5,17423100,220.71,18600600,191.01,3974000,206.55,2535200,2581.34,155.42000000000002,400.798,172.6,241.25,1125.4820000000002,424.45,243.542,194.76999999999998,207.57200000000003,2650.96
72,1735900,157.17,13592700,424.46,4402900,172.0,4371600,242.0,4157400,1163.49,9802700,377.0,20897700,201.96,12266700,193.7,8744800,206.77,3174200,2605.72,156.182,409.254,172.9,243.35,1135.252,418.15,239.48000000000002,193.92,207.084,2646.084
73,8023700,155.16,9581500,422.49,4391800,172.5,5363400,238.0,5198000,1173.26,19422500,390.0,54138700,200.82,12409700,193.25,5994200,201.88,2601700,2647.77,157.034,416.726,171.9,244.0,1146.9740000000002,409.15,231.84,193.83200000000002,206.728,2639.188
74,5145800,157.39,5889300,401.52,8364700,172.5,3763000,236.5,6849000,1181.26,11594600,366.25,10441900,198.83,17289900,191.01,1690600,194.77,2158400,2678.03,156.81199999999998,420.264,172.2,243.2,1162.25,401.6,223.26200000000003,193.564,205.75,2633.136
75,2781400,159.87,15782700,385.13,11091600,172.0,2525200,237.5,7959100,1204.35,6693900,360.0,12117500,193.72,17312200,186.75,2130000,193.43,4899200,2774.73,156.676,417.11800000000005,172.7,240.1,1170.6,389.05,212.468,192.75799999999998,203.438,2630.108
76,4704900,158.52,16567800,385.46,13682600,171.0,4624500,231.0,7788000,1203.46,15561100,381.5,18700900,196.56,38232000,191.9,2320600,192.98,4297600,2724.28,157.172,410.76000000000005,172.3,239.0,1178.0600000000002,377.35,203.20800000000003,191.144,200.68,2657.518
77,6425100,159.42,15343800,366.12,14128900,175.5,5786400,231.5,8239100,1228.33,29954300,383.0,15369300,195.99,13883000,192.58,3271300,192.54,4972200,2810.04,157.62199999999999,403.812,172.0,237.0,1185.1640000000002,374.95,198.37800000000001,191.322,197.96599999999998,2686.106
78,5376500,160.09,10836100,362.19,9378300,165.0,6289000,220.25,10700800,1243.43,17384400,398.0,13741800,200.82,19772100,188.99,1884600,192.1,7076000,2741.1,158.07199999999997,392.14399999999995,172.7,234.9,1198.132,376.15,197.18400000000003,191.098,195.11999999999998,2726.9700000000003
79,7439900,158.52,20894100,385.13,6370200,167.5,6881400,227.5,8519300,1226.55,8291900,367.0,8239800,202.95,13674600,193.92,4253800,184.76,2856400,2752.03,159.058,380.084,171.2,231.35,1212.166,377.75,197.18400000000003,190.246,193.16400000000002,2745.6360000000004
80,2729200,153.81,20248000,360.55,7245200,165.0,6705200,225.0,7075600,1215.01,12259000,326.25,14331000,195.99,67049600,210.27,10720700,182.31,3458800,2805.84,159.284,376.80600000000004,170.2,229.55,1221.224,377.9,198.00799999999998,190.828,191.16199999999998,2760.436
81,1118700,152.68,15925100,331.05,5242100,165.0,1870000,219.75,7036300,1228.33,11767700,349.0,15204100,189.18,43481100,213.18,16445000,170.75,2404700,2773.05,158.07199999999997,371.89,168.8,227.05,1223.3560000000002,371.15,198.462,195.53199999999998,188.93800000000002,2766.6580000000004
82,7333600,154.48,23260800,340.88,9853800,166.0,5126000,213.0,8375600,1252.31,17204600,335.0,26509300,192.59,39233900,207.8,9314400,168.64,6019200,2846.2,156.904,361.008,167.6,224.8,1228.3300000000002,364.65,196.98600000000002,199.788,184.49200000000002,2776.4120000000003
83,988600,151.78,22522400,325.81,5908200,169.75,7341600,215.75,6795300,1305.6,5995600,339.0,7255000,188.32,35071900,212.95,4551200,167.64,6047000,2926.08,155.916,355.9599999999999,165.7,221.1,1233.1259999999997,355.05,196.306,202.83199999999997,179.71200000000002,2783.6440000000002
84,3458900,149.98,14368700,310.4,12548600,168.0,7159400,217.0,11068700,1262.97,9813400,335.5,7216600,180.8,49650000,214.07,11910200,162.3,5069600,2960.55,154.254,348.684,166.65,220.2,1245.56,343.25,193.80599999999998,207.62400000000002,174.82,2820.6400000000003
85,777000,155.38,9826900,301.55,18886000,165.25,2719600,220.0,8421100,1270.96,10799600,332.0,17903500,172.99,15547800,214.75,6026900,164.31,7022800,2905.06,152.546,333.738,166.75,218.1,1252.844,336.95,189.37599999999998,211.654,170.32800000000003,2862.344
86,2744500,149.08,10377100,316.95,25064700,169.0,4749100,216.5,5962100,1288.73,11487700,347.0,16284200,177.82,107202900,223.03,18985200,158.3,6180000,2983.26,152.85999999999999,321.938,166.8,217.1,1264.034,338.1,184.77599999999998,212.55,166.72799999999998,2882.188
87,7437900,146.17,8826500,311.38,13966100,164.5,5518500,212.75,9256200,1301.16,23024900,335.5,16343200,179.8,33680800,219.45,6843500,162.3,4776800,3018.57,152.14000000000001,319.11800000000005,167.6,216.45,1276.114,337.7,182.504,214.51999999999998,164.238,2924.23
88,1792400,147.75,7541600,316.3,11673900,164.0,6062800,211.0,9496200,1268.3,9561100,351.0,12826400,177.1,21775400,222.58,4007900,165.2,12239600,2979.89,150.478,313.218,167.3,216.4,1285.884,337.8,179.946,216.85,162.96999999999997,2958.704
89,3718200,146.85,5208200,314.33,18040400,166.5,5730600,213.5,4622100,1267.41,11375800,364.0,8237800,188.32,128346600,218.55,2942400,171.2,5020500,2879.83,149.672,311.31600000000003,166.15,215.45,1278.4240000000002,340.2,177.70200000000003,218.77599999999998,162.48200000000003,2969.466
90,2799800,144.82,6919100,316.3,5484400,167.0,22473800,215.25,3583900,1278.96,10542000,365.0,7546900,189.46,39527300,213.85,2703300,162.3,2708900,2909.26,149.046,312.102,165.85,214.75,1279.3120000000001,345.9,179.206,219.67200000000003,164.262,2953.3219999999997
91,4777400,151.56,7138900,317.94,13361500,170.5,7203300,216.5,9598600,1320.7,13796800,375.0,7538900,194.01,14557500,216.09,5640300,166.75,2782200,2927.76,146.93400000000003,315.05199999999996,166.2,213.8,1280.912,352.5,182.5,219.49200000000002,163.85999999999999,2954.162
92,2716500,152.23,7828100,322.85,8751400,172.75,8278300,219.0,8206300,1324.25,8180800,374.0,8543300,187.47,12333300,215.19,4025000,172.53,2975100,2964.76,147.42999999999998,315.25,166.5,213.8,1287.306,358.1,185.738,218.10399999999998,165.55,2943.0620000000004
93,8946600,149.53,11553600,316.3,9530100,175.0,5764500,216.75,7888000,1318.92,5488800,383.5,9692100,181.51,20735000,220.57,3037500,168.53,4885700,3001.75,148.642,317.54400000000004,168.15,215.05,1291.924,365.8,187.272,217.252,167.596,2932.3
94,9018800,157.17,12966000,314.01,9533600,169.25,2365000,215.0,3866100,1294.94,5837100,377.5,5675700,174.97,22398800,223.7,2790600,168.53,2231900,2961.39,148.998,317.544,170.35,216.2,1302.048,372.3,188.154,216.85,168.262,2936.672
95,8122300,152.68,22625000,304.83,17187200,166.0,24431500,211.0,17058800,1190.14,23768700,374.25,7983900,174.69,32555000,224.82,3402700,160.52,6816200,2973.17,151.06199999999998,317.48,170.9,216.5,1307.554,375.0,185.484,217.88000000000002,167.728,2952.984
96,4927200,148.63,20447600,293.35,17434100,165.5,10716200,201.5,12558300,1153.72,12727800,370.0,9358200,167.59,25630300,227.28,5099700,166.75,6346200,2954.67,152.63399999999996,315.186,170.7,215.65,1289.79,376.85,182.53000000000003,220.07399999999998,167.37199999999999,2965.766
97,1773800,147.52,7327600,298.27,8017700,164.5,8518500,196.5,9601300,1184.81,5824500,383.0,8752100,171.57,17110200,221.24,5120700,166.75,3985100,2964.76,152.04799999999997,310.26800000000003,169.7,212.65,1256.394,375.85,177.24600000000004,222.31199999999998,167.372,2971.148
98,4040600,144.15,9348100,283.19,13169400,164.0,11988200,188.0,10179400,1194.58,11604700,370.25,10666400,172.56,31118800,222.81,2042400,164.53,5283900,2990.82,151.106,305.352,168.05,208.15,1228.506,377.65,174.06600000000003,223.522,166.216,2971.148
99,8726100,144.6,6850200,290.08,11923500,162.75,6336300,196.79,7770600,1240.76,7403400,368.0,5468800,170.43,36860600,232.44,2437000,166.3,8075400,2927.76,150.03,298.73,165.85,202.4,1203.6380000000001,375.0,172.27599999999998,223.96999999999997,165.416,2968.962
100,8125200,145.72,12433700,291.72,10247600,161.75,6226700,188.0,6140800,1234.55,14903300,370.0,18172500,169.29,42006200,233.78,3018900,165.78,8362100,2909.26,147.51600000000002,293.944,164.55,198.75799999999998,1192.8020000000001,373.1,171.368,225.71800000000002,164.96999999999997,2962.236
101,4450200,145.95,12988900,292.37,10646300,161.5,7564900,184.0,7650000,1230.11,8774200,380.0,5659200,170.51,35191800,240.05,5006400,159.64,4943300,2905.06,146.124,291.322,163.7,194.158,1201.684,372.25,170.28799999999998,227.51,166.022,2949.454
